Accession Number,Temp ID,Display Title,Display Artist,Creation Date,Media & Support,Credit Line,Current Location,Specific Location,Department,Council District
,2011.004.15,The code is a powerful tool for building a great city.,Mary Margaret Hansen,2011,Colored acrylic,,"1002 Washington Ave. Houston, TX 77002",Houston Permitting Center,PWE,H
,2011.004.16,"Code spoken here with skill, nuance and great authority.",Mary Margaret Hansen,2011,colored acrylic,,"1002 Washington Ave. Houston, TX 77002",Houston Permitting Center,PWE,H
,2011.004.17,Tiny Text: Recycled Coffe Can Words,Mary Margaret Hansen,2011,Repurposed coffee cans,,"1002 Washington Ave. Houston, TX 77002",Houston Permitting Center,PWE,H
,2011.004.18,Tiny Text: Conversations and Observations,Mary Margaret Hansen,2011,No VOC paint on drywall,,"1002 Washington Ave. Houston, TX 77002",Houston Permitting Center,PWE,H
,2011.004.19,"Houston: Recycle, Renew",Mary Margaret Hansen,2011,No VOC paint on drywall,,"1002 Washington Ave. Houston, TX 77002",Houston Permitting Center,PWE,H
,2011.004.20,CLOUD CODE,METALAB,2011,"Stainless steel, copper wire, electronic components, glass sheet",,"1002 Washington Ave. Houston, TX 77002",Houston Permitting Center,PWE,H
,2011.004.21,Bayou,Agnes Welsh Eyster,2010,etched galvanized steel,,"1002 Washington Ave. Houston, TX 77002",Houston Permitting Center,PWE,H
,2011.004.22,Untitled,Dick Wray,2010,Powder-coated steel,,"1002 Washington Ave. Houston, TX 77002",Houston Permitting Center,PWE,H
,0.127,Untitled - Orangutan,Rabby,,,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,0.129,Wanyama Photographs,,,Photograph,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,0.13,Saturday Night in the Jungle,Dick Rembrandt,,Acrylic on Wall,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1907.001,Brownie,Louis Amateis,1905,Bronze,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1968.001,Japanese Garden Lantern,,Unknown,Stone,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1972.002,Gorilla,Robert Fowler,1973-1974,Cor-Ten Steel,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1975.004,Leapfrog,Victor Salmones,,Bronze,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1975.009,Hooded Cobra,Herring Coe,,Bronze,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1975.01,Spoonbills,Robert Fowler,1966,Cor-Ten Steel,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1976.003,Untitled - Elephant Head Trio,,1976,Steel,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1988.002,Rolling Bear Cubs,William M. McVey,1937,Limestone,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1994.006,"Great Adventure (Dolly's Ride), The",Ann Armstrong,1994,Bronze,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1999.002,Evelyn's Friends,Andrea Wilkenson,1999,Bronze,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1999.006,Barnyard Watch Dogs,Burt Brent,1999,Bronze,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,2000.001,Texas Longhorn,Billie Evans,2000,Bronze,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,2000.009,The Lion Cubs,,,Bronze,Zoo Docent Council,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
,1947.001.01-04,Herring Coe Bas Reliefs,Herring Coe,1947,Limestone,,"6200 Hermann Park Drive Houston, TX 77030",Houston Zoological Gardens,Zoo,D
